"start","tracker_item_id","change_date","field_name","old_value","new_value"
"===",3096,"2014-10-15 10:43:22.284469+00","resources","Observation","Observation"
"===",3096,"2014-10-15 10:43:22.284469+00","status_id","1","0"
"===",3097,"2014-03-25 23:04:36.843221+00","_created_","","drop the requirement for _search as a search option"
"===",3097,"2014-05-04 04:56:52.768096+00","Waiting For","Assignee(s)","None"
"===",3097,"2014-05-04 04:56:52.768096+00","category","Correction","Enhancement"
"===",3097,"2014-05-04 04:56:52.768096+00","reviewingworkgroups","None","ITS"
"===",3097,"2014-05-05 07:23:19.848625+00","reviewingworkgroup68","ITS","ITS"
"===",3097,"2014-05-05 07:23:19.848625+00","htmlpage19","None","http"
"===",3097,"2014-05-06 05:17:46.921894+00","status","Submitted","Reviewed"
"===",3097,"2014-05-06 05:17:46.921894+00","reviewingworkgroup68","ITS","ITS"
"===",3097,"2014-05-06 05:17:46.921894+00","htmlpage","http","http"
"===",3097,"2014-10-01 23:16:37.372617+00","reviewingworkgroup67","ITS","Modeling &amp; Methodology"
"===",3097,"2014-10-01 23:16:37.372617+00","htmlpage","http","http"
"===",3097,"2014-10-02 03:08:25.004075+00","reviewingworkgroup67","Modeling &amp; Methodology","ITS"
"===",3097,"2014-10-02 03:08:25.004075+00","htmlpage","http","http"
"===",3097,"2014-10-02 23:09:25.338868+00","reviewingworkgroup67","ITS","ITS"
"===",3097,"2014-10-02 23:09:25.338868+00","htmlpage","http","http"
"===",3097,"2014-10-22 04:02:57.333155+00","reviewingworkgroup67","ITS","ITS"
"===",3097,"2014-10-22 04:02:57.333155+00","close_date","","2014-10-22 15:02:57"
"===",3097,"2014-10-22 04:02:57.333155+00","status","Triaged","Rejected"
"===",3097,"2014-10-22 04:02:57.333155+00","backwardcompatible45","None","No"
"===",3097,"2014-10-22 04:02:57.333155+00","htmlpage","http","http"
"===",3097,"2014-10-22 04:02:57.333155+00","status_id","1","0"
"===",3098,"2014-03-26 01:13:40.709426+00","_created_","","Bad wiki reference"
"===",3098,"2014-05-04 04:21:32.578441+00","reviewingworkgroups","None","FHIR Core Team"
"===",3098,"2014-05-05 07:17:49.933627+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3098,"2014-05-05 07:17:49.933627+00","htmlpage","None","overview"
"===",3098,"2014-05-06 05:17:46.921894+00","status","Submitted","Reviewed"
"===",3098,"2014-05-06 05:17:46.921894+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3098,"2014-05-06 05:17:46.921894+00","htmlpage","overview","overview"
"===",3098,"2014-05-06 19:05:08.495076+00","Waiting For","Assignee(s)","None"
"===",3098,"2014-05-06 19:05:08.495076+00","status","Triaged","Approved"
"===",3098,"2014-05-06 19:05:08.495076+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3098,"2014-05-06 19:05:08.495076+00","htmlpage","overview","overview"
"===",3098,"2014-10-15 04:21:33.108544+00","close_date","","2014-10-15 15:21:33"
"===",3098,"2014-10-15 04:21:33.108544+00","status","Approved","Applied"
"===",3098,"2014-10-15 04:21:33.108544+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3098,"2014-10-15 04:21:33.108544+00","htmlpage","overview","overview"
"===",3098,"2014-10-15 04:21:33.108544+00","status_id","1","0"
"===",3098,"2014-10-15 10:43:29.822075+00","backwardcompatible45","None","Yes"
"===",3098,"2014-10-15 10:43:29.822075+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3098,"2014-10-15 10:43:29.822075+00","htmlpage","overview","overview"
"===",3099,"2014-03-26 01:33:58.177423+00","_created_","","Typo in Coding.version definition"
"===",3099,"2014-05-04 05:09:42.81926+00","reviewingworkgroups","None","FHIR Core Team"
"===",3099,"2014-05-05 05:32:43.699533+00","resources","None","Data Type"
"===",3099,"2014-05-05 05:32:43.699533+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3099,"2014-05-05 07:10:59.22731+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3099,"2014-05-05 07:10:59.22731+00","resources","Data Type","Data Type"
"===",3099,"2014-05-05 07:10:59.22731+00","htmlpage","None","datatypes"
"===",3099,"2014-05-05 07:11:21.570758+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3099,"2014-05-05 07:11:21.570758+00","htmlpage","datatypes","datatypes"
"===",3099,"2014-05-05 15:56:01.403423+00","reviewingworkgroup68","FHIR Core Team","Modeling &amp; Methodology"
"===",3099,"2014-05-05 15:56:01.403423+00","htmlpage","datatypes","datatypes"
"===",3099,"2014-05-06 05:12:11.043555+00","status","Submitted","Approved"
"===",3099,"2014-05-06 05:12:11.043555+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3099,"2014-05-06 05:12:11.043555+00","htmlpage","datatypes","datatypes"
"===",3099,"2014-10-14 21:49:27.045403+00","Waiting For","Assignee(s)","None"
"===",3099,"2014-10-14 21:49:27.045403+00","close_date","","2014-10-15 08:49:27"
"===",3099,"2014-10-14 21:49:27.045403+00","status","Approved","Applied"
"===",3099,"2014-10-14 21:49:27.045403+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3099,"2014-10-14 21:49:27.045403+00","htmlpage","datatypes","datatypes"
"===",3099,"2014-10-14 21:49:27.045403+00","status_id","1","0"
"===",3099,"2014-10-15 10:43:36.845613+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3099,"2014-10-15 10:43:36.845613+00","backwardcompatible45","None","Yes"
"===",3099,"2014-10-15 10:43:36.845613+00","htmlpage","datatypes","datatypes"
"===",3100,"2014-03-26 02:55:12.611382+00","_created_","","Need guidance on Coding.version"
"===",3100,"2014-05-05 03:11:36.281191+00","Waiting For","Assignee(s)","None"
"===",3100,"2014-05-05 03:11:36.281191+00","reviewingworkgroup68","None","Vocabulary,FHIR Core Team"
"===",3100,"2014-05-05 05:32:19.733505+00","resources","None","Data Type"
"===",3100,"2014-05-05 05:32:19.733505+00","reviewingworkgroup68","Vocabulary,FHIR Core Team","Vocabulary,FHIR Core Team"
"===",3100,"2014-05-05 07:10:59.22731+00","reviewingworkgroup68","Vocabulary,FHIR Core Team","Vocabulary,FHIR Core Team"
"===",3100,"2014-05-05 07:10:59.22731+00","resources","Data Type","Data Type"
"===",3100,"2014-05-05 07:10:59.22731+00","htmlpage","None","datatypes"
"===",3100,"2014-05-05 07:11:21.570758+00","reviewingworkgroup68","Vocabulary,FHIR Core Team","Vocabulary,FHIR Core Team"
"===",3100,"2014-05-05 07:11:21.570758+00","htmlpage","datatypes","datatypes"
"===",3100,"2014-05-05 15:57:09.334457+00","reviewingworkgroup68","Vocabulary,FHIR Core Team","Vocabulary,Modeling &amp; Methodology"
"===",3100,"2014-05-05 15:57:09.334457+00","htmlpage","datatypes","datatypes"
"===",3100,"2014-05-06 05:17:46.921894+00","status","Submitted","Reviewed"
"===",3100,"2014-05-06 05:17:46.921894+00","reviewingworkgroup68","Vocabulary,Modeling &amp; Methodology","Vocabulary,Modeling &amp; Methodology"
"===",3100,"2014-05-06 05:17:46.921894+00","htmlpage","datatypes","datatypes"
"===",3100,"2014-05-07 19:31:24.267204+00","htmlpage","datatypes","datatypes"
"===",3100,"2014-05-07 19:31:24.267204+00","status","Triaged","Approved"
"===",3100,"2014-05-07 19:31:24.267204+00","reviewingworkgroup68","Vocabulary,Modeling &amp; Methodology","Vocabulary,Modeling &amp; Methodology"
"===",3100,"2014-10-14 21:47:02.912354+00","close_date","","2014-10-15 08:47:03"
"===",3100,"2014-10-14 21:47:02.912354+00","status","Approved","Applied"
"===",3100,"2014-10-14 21:47:02.912354+00","reviewingworkgroup67","Modeling &amp; Methodology,Vocabulary","Modeling &amp; Methodology,Vocabulary"
"===",3100,"2014-10-14 21:47:02.912354+00","htmlpage","datatypes","datatypes"
"===",3100,"2014-10-14 21:47:02.912354+00","status_id","1","0"
"===",3100,"2014-10-15 10:43:41.934291+00","htmlpage","datatypes","datatypes"
"===",3100,"2014-10-15 10:43:41.934291+00","backwardcompatible45","None","Yes"
"===",3100,"2014-10-15 10:43:41.934291+00","reviewingworkgroup67","Modeling &amp; Methodology,Vocabulary","Modeling &amp; Methodology,Vocabulary"
"===",3105,"2014-03-26 19:53:04.950398+00","_created_","","Questionnaire should provide a way to capture who designed the questionnaire"
"===",3105,"2014-03-27 02:00:50.076001+00","Waiting For","Assignee(s)","None"
"===",3105,"2014-05-03 19:01:09.65106+00","resourcename78","","Questionnaire"
"===",3105,"2014-05-03 19:01:09.65106+00","reviewingworkgroups","None","Patient Care"
"===",3105,"2014-05-05 05:57:33.073664+00","resources","None","QuestionnaireAnswers"
"===",3105,"2014-05-05 05:57:33.073664+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3105,"2014-05-05 08:01:15.503678+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3105,"2014-05-05 08:01:15.503678+00","resources","QuestionnaireAnswers","QuestionnaireDefinition"
"===",3105,"2014-05-06 05:17:46.921894+00","status","Submitted","Reviewed"
"===",3105,"2014-05-06 05:17:46.921894+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3105,"2014-05-06 05:17:46.921894+00","resources","QuestionnaireDefinition","QuestionnaireDefinition"
"===",3105,"2014-05-09 18:46:20.407242+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3105,"2014-05-09 18:46:20.407242+00","resources","QuestionnaireDefinition","QuestionnaireDefinition"
"===",3105,"2014-05-10 03:34:59.869012+00","status","Triaged","Approved"
"===",3105,"2014-05-10 03:34:59.869012+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3105,"2014-05-10 03:34:59.869012+00","resources","QuestionnaireDefinition","QuestionnaireDefinition"
"===",3105,"2014-06-11 05:17:06.762467+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3105,"2014-06-11 05:17:06.762467+00","resources64","Questionnaire","Questionnaire"
"===",3105,"2015-02-18 05:32:49.019573+00","preapplied","None","Yes"
"===",3105,"2015-02-18 05:32:49.019573+00","status","Approved","Triaged"
"===",3105,"2015-03-12 06:33:46.677494+00","priority","3","1"
"===",3105,"2015-03-12 22:01:37.353337+00","status","Triaged","Approved"
"===",3107,"2014-03-28 04:16:46.525486+00","_created_","","MessageHeader.sender.software should be 0..1"
"===",3107,"2014-05-05 03:24:47.805239+00","reviewingworkgroup68","None","FHIR Core Team"
"===",3107,"2014-05-05 05:16:28.470441+00","resources16","None","MessageHeader"
"===",3107,"2014-05-05 05:16:28.470441+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3107,"2014-05-06 05:17:46.921894+00","status","Submitted","Reviewed"
"===",3107,"2014-05-06 05:17:46.921894+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3107,"2014-05-06 05:17:46.921894+00","resources","MessageHeader","MessageHeader"
"===",3107,"2014-05-09 18:57:22.707083+00","Waiting For","Assignee(s)","None"
"===",3107,"2014-05-09 18:57:22.707083+00","status","Triaged","Approved"
"===",3107,"2014-05-09 18:57:22.707083+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3107,"2014-05-09 18:57:22.707083+00","resources","MessageHeader","MessageHeader"
"===",3107,"2014-10-15 04:23:55.605504+00","close_date","","2014-10-15 15:23:55"
"===",3107,"2014-10-15 04:23:55.605504+00","status","Approved","Applied"
"===",3107,"2014-10-15 04:23:55.605504+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3107,"2014-10-15 04:23:55.605504+00","resources","MessageHeader","MessageHeader"
"===",3107,"2014-10-15 04:23:55.605504+00","status_id","1","0"
"===",3107,"2014-10-15 10:43:49.22731+00","backwardcompatible45","None","Yes"
"===",3107,"2014-10-15 10:43:49.22731+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3107,"2014-10-15 10:43:49.22731+00","resources","MessageHeader","MessageHeader"
"===",3108,"2014-03-28 05:40:12.745942+00","_created_","","use is inconsistent in Contact"
"===",3108,"2014-05-04 04:21:32.578441+00","reviewingworkgroups","None","FHIR Core Team"
"===",3108,"2014-05-05 05:32:19.733505+00","resources","None","Data Type"
"===",3108,"2014-05-05 05:32:19.733505+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3108,"2014-05-05 07:10:59.22731+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3108,"2014-05-05 07:10:59.22731+00","resources","Data Type","Data Type"
"===",3108,"2014-05-05 07:10:59.22731+00","htmlpage","None","datatypes"
"===",3108,"2014-05-05 07:11:21.570758+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3108,"2014-05-05 07:11:21.570758+00","htmlpage","datatypes","datatypes"
"===",3108,"2014-05-05 15:56:01.403423+00","reviewingworkgroup68","FHIR Core Team","Modeling &amp; Methodology"
"===",3108,"2014-05-05 15:56:01.403423+00","htmlpage","datatypes","datatypes"
"===",3108,"2014-05-06 05:17:46.921894+00","status","Submitted","Reviewed"
"===",3108,"2014-05-06 05:17:46.921894+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3108,"2014-05-06 05:17:46.921894+00","htmlpage","datatypes","datatypes"
"===",3108,"2014-05-08 16:35:36.332376+00","Waiting For","Assignee(s)","None"
"===",3108,"2014-05-08 16:35:36.332376+00","status","Triaged","Applied"
"===",3108,"2014-05-08 16:35:36.332376+00","reviewingworkgroup68","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3108,"2014-05-08 16:35:36.332376+00","htmlpage","datatypes","datatypes"
"===",3108,"2014-10-15 10:44:05.788824+00","close_date","","2014-10-15 21:44:05"
"===",3108,"2014-10-15 10:44:05.788824+00","backwardcompatible45","None","No"
"===",3108,"2014-10-15 10:44:05.788824+00","reviewingworkgroup67","Modeling &amp; Methodology","Modeling &amp; Methodology"
"===",3108,"2014-10-15 10:44:05.788824+00","htmlpage","datatypes","datatypes"
"===",3108,"2014-10-15 10:44:05.788824+00","status_id","1","0"
"===",3109,"2014-03-28 06:02:49.2587+00","_created_","","feed.author short descriptions incorrect"
"===",3109,"2014-05-04 05:09:42.81926+00","reviewingworkgroups","None","FHIR Core Team"
"===",3109,"2014-05-05 07:18:16.436534+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3109,"2014-05-05 07:18:16.436534+00","htmlpage","None","xml"
"===",3109,"2014-05-05 16:24:44.572336+00","reviewingworkgroup68","FHIR Core Team","ITS"
"===",3109,"2014-05-05 16:24:44.572336+00","htmlpage","xml","xml"
"===",3109,"2014-05-06 05:12:11.043555+00","status","Submitted","Approved"
"===",3109,"2014-05-06 05:12:11.043555+00","reviewingworkgroup68","ITS","ITS"
"===",3109,"2014-05-06 05:12:11.043555+00","htmlpage","xml","xml"
"===",3109,"2014-10-07 18:38:19.441765+00","Waiting For","Assignee(s)","None"
"===",3109,"2014-10-07 18:38:19.441765+00","status","Approved","Waiting for Input"
"===",3109,"2014-10-07 18:38:19.441765+00","reviewingworkgroup67","ITS","ITS"
"===",3109,"2014-10-07 18:38:19.441765+00","htmlpage","xml","xml"
"===",3109,"2014-10-08 04:06:57.774629+00","reviewingworkgroup67","ITS","ITS"
"===",3109,"2014-10-08 04:06:57.774629+00","htmlpage","xml","xml"
"===",3109,"2015-01-12 05:05:44.730162+00","status","Waiting for Input","Rejected"
"===",3109,"2015-01-12 05:05:44.730162+00","status_id","1","0"
"===",3109,"2015-01-12 05:05:44.730162+00","close_date","None","2015-01-12 16:05:45"
"===",3111,"2014-03-29 03:19:18.545761+00","_created_","","Condition.relatedItem should be split into two properties"
"===",3111,"2014-05-04 04:23:48.829958+00","Waiting For","Assignee(s)","None"
"===",3111,"2014-05-04 04:23:48.829958+00","assignee","None","Jean-Henri Duteau"
"===",3111,"2014-05-04 04:23:48.829958+00","assignee","Nobody ","Removed"
"===",3111,"2014-05-04 04:23:48.829958+00","category","Correction","Enhancement"
"===",3111,"2014-05-04 04:23:48.829958+00","resourcename78","","Condition"
"===",3111,"2014-05-04 04:23:48.829958+00","reviewingworkgroups","None","Patient Care"
"===",3111,"2014-05-05 05:57:58.968721+00","resources","None","CarePlan"
"===",3111,"2014-05-05 05:57:58.968721+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3111,"2014-05-06 05:17:46.921894+00","status","Submitted","Reviewed"
"===",3111,"2014-05-06 05:17:46.921894+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3111,"2014-05-06 05:17:46.921894+00","resources","CarePlan","CarePlan"
"===",3111,"2014-08-28 21:42:38.40134+00","reviewingworkgroup68","Patient Care","Patient Care"
"===",3111,"2014-08-28 21:42:38.40134+00","resources64","CarePlan","Condition"
"===",3111,"2014-11-13 21:29:15.26053+00","status","Triaged","Approved"
"===",3111,"2014-11-17 02:56:35.808845+00","assignee","None","Nobody "
"===",3111,"2014-11-17 02:56:35.808845+00","assignee","Jean-Henri Duteau","Removed"
"===",3111,"2014-11-17 18:47:05.941959+00","status","Approved","Applied"
"===",3111,"2014-11-17 18:47:05.941959+00","status_id","1","0"
"===",3111,"2014-11-17 18:47:05.941959+00","assignee","None","Eric Haas"
"===",3111,"2014-11-17 18:47:05.941959+00","assignee","Nobody ","Removed"
"===",3111,"2014-11-17 18:47:05.941959+00","close_date","None","2014-11-17 10:47:06"
"===",3111,"2014-12-07 21:26:07.617524+00","backwardcompatible45","None","No"
"===",3112,"2014-03-31 15:13:31.016113+00","_created_","","Being able to query by value set"
"===",3112,"2014-05-05 07:36:22.397161+00","reviewingworkgroup68","Vocabulary","Vocabulary"
"===",3112,"2014-05-05 07:36:22.397161+00","htmlpage19","None","search"
"===",3112,"2014-05-06 05:17:46.921894+00","status","Submitted","Reviewed"
"===",3112,"2014-05-06 05:17:46.921894+00","reviewingworkgroup68","Vocabulary","Vocabulary"
"===",3112,"2014-05-06 05:17:46.921894+00","htmlpage","search","search"
"===",3112,"2014-09-14 19:49:52.575482+00","Waiting For","Assignee(s)","None"
"===",3112,"2014-09-14 19:49:52.575482+00","reviewingworkgroup68","Vocabulary","ITS"
"===",3112,"2014-09-14 19:49:52.575482+00","htmlpage","search","search"
"===",3112,"2014-10-22 19:58:51.300167+00","close_date","","2014-10-23 06:58:51"
"===",3112,"2014-10-22 19:58:51.300167+00","status","Triaged","Applied"
"===",3112,"2014-10-22 19:58:51.300167+00","backwardcompatible45","None","Yes"
"===",3112,"2014-10-22 19:58:51.300167+00","reviewingworkgroup67","ITS","ITS"
