"start","tracker_item_id","comment_date","comment","submitted_by"
"===",3403,"2014-07-21 20:38:37.845573+00","<p>
would be defined as a global extension if we removed it</p>
",150
"===",3403,"2014-07-21 21:22:51.656339+00","<p>
Agree the definition should reflect whether it's approach or target.  I think I made that a todo in the spreadsheet.  But I would think it would be useful for quite a few finding-type observations.  Not an expert on the 80% in this space though.</p>
",105
"===",3403,"2014-10-14 01:12:37.777311+00","<p>Pending discussion on  A) whether it belongs in (80%) core  and  B) whether to define as target or approach site.</p>

<p> </p>
",2711
"===",3406,"2014-08-07 19:49:51.218912+00","<p>PA Call Notes (7/7/2014 Line, Irma, Brian):</p>

<p>As per notes in #3399, the encounter.period is the duration of this encounter, however the hospitalization period is the duration of the entire hospitalization, which may be longer than this encounter.</p>

<p>Alternately this could have been modelled differently and use a pair of encounters where the hospitalization details are in one encounter, and the radiology encounter is a partOf the hospitalization encounter (where no hospitalization details are entered)</p>

<p>Discussion concluded with believing hospitalization period and the accommodation were redundant and should use multiple encounters and the partOf property.</p>

<p>We would like to have more feedback from others before making any changes.</p>
",2909
"===",3406,"2014-08-10 14:32:13.410914+00","<p>
I would certainly agree with the multiple encounters approach.  If you've got a radiology encounter that's part of a larger encounter, you may have no idea how long the containing encounter will be - because it hasn't ended yet.  The radiology department should just maintain their own encounter and link to the larger one.</p>
",105
"===",3406,"2014-11-20 15:14:20.471902+00","<p>
Would be nice to have this cleaned up before DSTU 2.  Seeing as no-one's argued for it thus far, I suggest removing it and perhaps adding a note asking for feedback in the draft for comment.</p>
",105
"===",3408,"2014-09-04 20:06:09.637133+00","<p>PA 4th Sept 2014:<br />
Should we also add in the Organisation to the RelatedPerson resource?<br />
(Since it is on the Patient.Contact record)<br />
RelatedPerson doesn't have a period on it either.<br />
Consider the removal of the contact from Patient, and use RelatedPerson in all cases.<br />
Did not resolve the actual action to take, removing Contact seems to be more complex for the purpose of what it is. (possible, but doesn't seem very FHIR'ish)</p>

<p>At a minumum we should be adding some guidance for when RelatedPerson should be used over Contact.<br />
 </p>
",2909
"===",3408,"2014-09-04 20:13:35.787252+00","<p>Also noted that the PatientRelationshipType doesn't contain concepts _PayorRoleType, which has the power of attorney in it.</p>
",2909
"===",3408,"2015-01-30 21:29:47.538439+00","<p>
Not clear what input is being waited for, so moved back to triaged</p>
",105
"===",3410,"2014-07-24 03:21:48.135717+00","<p>
There's a challenge here.  From a master-file perspective, you want to identify the ""person"" and all of their roles.  From a reference perspective, you want to identify a specific capacity.  If we throw 1..* roles-organization pairs on Practitioner, there would be no way of identifyin which of those was in force when the Practitioner participates in a given resource.</p>
",105
"===",3411,"2015-01-13 20:59:42.157953+00","<p>
I think that this is a role to - ""source"" in that it's function was be the source of data. So I'd be against removing it purely on linguistic terms. However I have no strong feeling about this</p>
",150
"===",3411,"2015-02-16 22:24:14.103454+00","<p>
It is very possible that the target of an UPDATE is an instance of the Provider resource, and thus source would be the previous version of that Provider resource. So source should not be constrained or it would force us to not have Provenance record on creation or updating of that type of resoruce.</p>

<p>
Motion to Reject.</p>
",1078
"===",3411,"2015-02-16 22:30:04.18688+00","<p>
I change my above assessment as I misread the CP. This asking that source be removed from the vocabulary defined for the agent role. We need to harmonize this with W3C.</p>

<p>
I would have assumed that 'source' meant that the agent identified creatted the content. As in the agent is a medical measurment device, that created some observation. It is unclear how source would be different than application. This seems close to the W3C speaking of software.</p>
",1078
"===",3411,"2015-02-17 21:07:05.371435+00","<p>
I wrote up in the Agreed Change a proposal based on discussion in the Security WG call February 17, 2015.</p>
",1078
"===",3412,"2014-07-24 21:17:03.251106+00","Already have .dispense.type and valueset SupplyItemType

so prefer .kind and SupplyKind to avoid confusion.",2711
"===",3413,"2014-10-28 02:02:02.005127+00","<p>Approved by OO as general editorial task</p>

<p> </p>
",2711
"===",3416,"2014-07-25 22:23:26.034913+00","<p>
I hear the change you're requesting but I don't see the rationale</p>
",105
"===",3416,"2014-10-22 04:32:02.812888+00","<p>
change all to media-type - see <a href=""http://gforge.hl7.org/gf/project/fhir/tracker/?action=TrackerItemEdit&amp;tracker_id=677&amp;tracker_item_id=2948"">http://gforge.hl7.org/gf/project/fhir/tracker/?action=TrackerItemEdit&amp;tracker_id=677&amp;tracker_item_id=2948</a></p>
",150
"===",3416,"2015-01-19 22:39:32.988803+00","<p>
The reviewing workgroup for this item is set to ITS but the WGM review group is IHE, is this correct? Or should this be reviewed by ITS during the WGM?</p>
",414
"===",3416,"2015-02-17 19:41:42.510241+00","<p>Withdrawn.</p>
",3074
"===",3417,"2014-10-14 01:14:10.292564+00","<p>pending motion to add ""identifier"" search parameter</p>
",2711
"===",3419,"2014-07-26 01:39:15.731163+00","<p>
Suggest adding ""Attachment"" and ""reference"" (to allow look-up of resources).  As well, for reference, add extensions allowing the qualification of what types of attachments and references are supported (reference should be a query, attachment should be a list of mime types).  As well, the new ""time"" data type should be supported as well.</p>
",105
"===",3419,"2015-02-18 04:11:43.604395+00","<p>
Applied - SVN #4102</p>
",105
"===",3420,"2014-08-05 22:00:51.541731+00","<p>
Grahame has attempted to model user and group resources, while getting review from the FHIR implementers list they noted that there is a very similar RESTful standard from IETF -- SCIM. </p>

<p>
<a href=""https://datatracker.ietf.org/wg/scim/documents/"">https://datatracker.ietf.org/wg/scim/documents/</a></p>

<p>
<a href=""http://www.simplecloud.info/"">http://www.simplecloud.info/</a></p>

<p>
This specification seems to be in active development, and does have many of the Identity Management (Directories) industry with implementations. </p>

<p>
Security WG will look at this specification. Mike will attempt to get a member of the SCIM workgroup to present, or a vendor. for the August 12th security WG.</p>
",1078
"===",3420,"2015-01-13 21:13:51.105096+00","<p>
rejecting this - closing in favor of a new specific task about SCIM</p>
",150
"===",3421,"2014-10-15 11:12:32.699333+00","<p>
svn revision 3071</p>
",150
"===",3422,"2014-10-15 11:11:58.712382+00","<p>
svn revison 3071</p>
",150
"===",3433,"2014-07-31 20:12:44.812325+00","<p>The communication field will be added to the search parameters</p>
",2909
"===",3434,"2014-10-14 01:15:54.289485+00","<p>Is part of core extensions is that not good enough?</p>
",2711
"===",3434,"2014-10-14 02:05:39.267371+00","<p>
I don't think so in this case, because the question is around expectations for how to use the value field. If OO wants to say ""exceptions are handled using this extension"" - fine; though it won't stay an exception for long because every system I know of has to handle exceptional values in measurements. but if OO leaves things as they are, the extension is irrelevant because the excpetional value goes in value</p>
",150
"===",3434,"2014-10-23 17:33:04.623191+00","<p>
23-Oct-2014 - Motion to add Observation.dataAbsentReason to Observation Resource.  Eric Haas, Rob Hausam.</p>

<p>
Against: 0; Abstain: 1; In Favor: 12</p>
",3064
"===",3435,"2014-07-31 19:09:43.070656+00","<p>
Specifically, CG approval was on the July 15th call</p>
",105
"===",3436,"2014-08-01 15:24:22.714047+00","<p>
I missed ""Quantity"" as a supported type.</p>
",105
"===",3436,"2015-02-18 04:12:49.316124+00","<p>
This was done a long time ago.  Final synchronization done as part of SVN 4102</p>
",105
"===",3437,"2015-01-13 21:41:23.724647+00","<p>
would it? is there any work flow where these things are connected up in the real world? </p>
",150
"===",3437,"2015-01-20 00:33:22.247189+00","<p>
Note that the implementer can certainly still do this via an extension.  (And they can propose including this as a ""standard"" extension.)</p>
",105
"===",3438,"2014-09-18 14:59:25.107273+00","<p>
18-Sept 2014:</p>

<p>
Add != for numerical and date parameters. For tokens do this:</p>

<p>
GET [base-url]/Patient?gender:not=male<br />GET [base-url]/Observation?name:below=2342734<br />GET [base-url]/Observation?name:above=2342734<br />GET [base-url]/Observation?name:in=<a href=""http://hl7.org/fhir/ValueSet/lipid-observation-codes"">http://hl7.org/fhir/ValueSet/lipid-observation-codes</a></p>

<p>
document the use of these with examples. Grahame/Peter 6-0-0</p>
",150
"===",3438,"2014-10-22 22:21:48.270625+00","<p>
svn revision 3240</p>
",150
"===",3439,"2014-08-01 15:29:59.518883+00","<p>
This seems llike something that's appropriate as an extension more than a change to core.  It's only really relevant in one jurisdiction and it's hard to argue that it would apply to anywhere close to 80% of the systems that support capturing contact information for people and organizations.  Would a standardized extension be acceptable?  (Would you need any more than an email address?)</p>
",105
